category,phrase,n_yes,n_no,score,new_yield,pct_device_cpe,sample_cves,sample_descriptions
pet,difficult,11,0,34.49,1689,0.24,CVE-2005-1797|CVE-2005-1909|CVE-2007-6029,"The design of Advanced Encryption Standard (AES), aka Rijndael, allows remote attackers to recover AES keys via timing attacks on S-box lookups, which|The web server control panel in 602LAN SUITE 2004 allows remote attackers to make it more difficult for the administrator to read portions of log file|Unspecified vulnerability in ClamAV 0.91.1 and 0.91.2 allows remote attackers to execute arbitrary code via a crafted e-mail message. NOTE: this infor"
pet,ai,9,0,26.5,1262,0.032,CVE-2002-1756|CVE-2004-0039|CVE-2004-0469,"ACDSee 4.0 allows remote attackers to cause a denial of service (crash) via an .ais file with a long file description field, which is not properly han|Multiple format string vulnerabilities in HTTP Application Intelligence (AI) component in Check Point Firewall-1 NG-AI R55 and R54, and Check Point Fi|Buffer overflow in the ISAKMP functionality for Check Point VPN-1 and FireWall-1 NG products, before VPN-1/FireWall-1 R55 HFA-03, R54 HFA-410 and NG F"
pet,complexity,9,0,26.5,1055,0.129,CVE-2005-2506|CVE-2006-0042|CVE-2006-3379,Algorithmic complexity vulnerability in CoreFoundation in Mac OS X 10.3.9 and 10.4.2 allows attackers to cause a denial of service (CPU consumption) v|Unspecified vulnerability in (1) apreq_parse_headers and (2) apreq_parse_urlencoded functions in Apache2::Request (Libapreq2) before 2.07 allows remot|Algorithmic complexity vulnerability in Hiki Wiki 0.6.0 through 0.6.5 and 0.8.0 through 0.8.5 allows remote attackers to cause a denial of service (CP
pet,determined,14,0,47.142,811,0.202,CVE-2001-0910|CVE-2002-0332|CVE-2002-2092,"Legato Networker before 6.1 allows remote attackers to bypass access restrictions and gain privileges on the Networker interface by spoofing the admin|Buffer overflows in xtell (xtelld) 1.91.1 and earlier, and 2.x before 2.7, allows remote attackers to execute arbitrary code via (1) a long DNS hostna|Race condition in exec in OpenBSD 4.0 and earlier, NetBSD 1.5.2 and earlier, and FreeBSD 4.4 and earlier allows local users to gain privileges by atta"
pet,run arbitrary code,3,0,5.838,667,0.306,CVE-2001-0742|CVE-2001-0936|CVE-2002-0620,"Buffer overflow in Computalynx CMail POP3 mail server 2.4.9 allows remote attackers to run arbitrary code via a long HELO command.|Buffer overflow in Frox transparent FTP proxy 0.6.6 and earlier, with the local caching method selected, allows remote FTP servers to run arbitrary co|Buffer overflow in the Profile Service of Microsoft Commerce Server 2000 allows remote attackers to cause the server to fail or run arbitrary code in "
pet,mini,14,0,47.142,538,0.578,CVE-2001-0893|CVE-2001-1225|CVE-2002-0546,"Acme mini_httpd before 1.16 allows remote attackers to view sensitive files under the document root (such as .htpasswd) via a GET request with a trail|Hughes Technology Mini SQL 2.0.10 through 2.0.12 allows local users to cause a denial of service by creating a very large array in a table, which caus|Cross-site scripting vulnerability in the mini-browser for Winamp 2.78 and 2.79 allows remote attackers to execute script via an ID3v1 or ID3v2 tag in"
pet,considered,4,0,8.789,509,0.293,CVE-2002-1780|CVE-2002-2048|CVE-2004-1865,"BPM Studio Pro 4.2 by ALCATech GmbH includes a webserver that allows a remote attacker to cause a denial of service (crash) by sending a URL request f|Buffer overflow in PFinger 0.7.8 client allows remote attackers to execute arbitrary code via a long query value passed to the (1) finger program, (2)|Cross-site scripting (XSS) vulnerability in the administration panel in bBlog 0.7.2 allows remote authenticated users with superuser privileges to inj"
pet,fw,17,0,60.441,434,0.813,CVE-2000-0805|CVE-2004-1856|CVE-2005-1680,"Check Point VPN-1/FireWall-1 4.1 and earlier improperly retransmits encapsulated FWS packets, even if they do not come from a valid FWZ client, aka ""R|devices_update_printer_fw_upload.hts in HP Web JetAdmin 7.5.2546, when no password is set, allows remote attackers to upload arbitrary files to the pr|D-Link DSL-502T, DSL-504T, DSL-562T, and DSL-G604T, when /cgi-bin/firmwarecfg is executed, allows remote attackers to bypass authentication (1) if the"
pet,exploitability,8,0,22.666,400,0.115,CVE-2012-6708|CVE-2018-19854|CVE-2020-1656,"jQuery before 1.9.0 is vulnerable to Cross-site Scripting (XSS) attacks. The jQuery(strInput) function does not differentiate selectors from HTML in a|An issue was discovered in the Linux kernel before 4.19.3. crypto_report_one() and related functions in crypto/crypto_user.c (the crypto user configur|The DHCPv6 Relay-Agent service, part of the Juniper Enhanced jdhcpd daemon shipped with Juniper Networks Junos OS has an Improper Input Validation vul"
pet,high complexity,5,0,11.989,198,0.076,CVE-2021-3695|CVE-2022-23202|CVE-2024-1454,"A crafted 16-bit grayscale PNG image may lead to a out-of-bounds write in the heap area. An attacker may take advantage of that to cause heap data cor|Adobe Creative Cloud Desktop version 2.7.0.13 (and earlier) is affected by an Uncontrolled Search Path Element vulnerability that could result in arbi|The use-after-free vulnerability was found in the AuthentIC driver in OpenSC packages, occuring in the card enrolment process using pkcs15-init when a"
pet,physical device,6,0,15.39,61,0.541,CVE-2019-18424|CVE-2019-19579|CVE-2019-19577,An issue was discovered in Xen through 4.12.x allowing attackers to gain host OS privileges via DMA in a situation where an untrusted domain has acces|An issue was discovered in Xen through 4.12.x allowing attackers to gain host OS privileges via DMA in a situation where an untrusted domain has acces|An issue was discovered in Xen through 4.12.x allowing x86 AMD HVM guest OS users to cause a denial of service or possibly gain privileges by triggeri
pet,mini up,14,0,47.142,1,1.0,CVE-2026-10270,A vulnerability was detected in D-Link DI-7001 MINI up to 19.09.19A1. Impacted is the function sprintf of the file /httpd_debug.asp of the component A
pet,libcommon,6,0,15.39,1,1.0,CVE-2022-24027,A buffer overflow vulnerability exists in the GetValue functionality of TCL LinkHub Mesh Wi-Fi MS1G_00_01.00_14. A specially-crafted configuration val
pet,tomofun,18,0,64.997,0,0.0,,
pet,up to fb0035,17,0,60.441,0,0.0,,
pet,fb0035,17,0,60.441,0,0.0,,
pet,fb0035 fw,17,0,60.441,0,0.0,,
pet,mc0020 fw,14,0,47.142,0,0.0,,
pet,versions determined,14,0,47.142,0,0.0,,
pet,firmware versions determined,14,0,47.142,0,0.0,,
pet,up to mc0020,14,0,47.142,0,0.0,,
pet,mc0020,14,0,47.142,0,0.0,,
pet,pf-103,9,0,26.5,0,0.0,,
pet,petalk,9,0,26.5,0,0.0,,
pet,petalk ai,9,0,26.5,0,0.0,,
pet,pf-103 firmware,8,0,22.666,0,0.0,,
pet,difficult the firmware,8,0,22.666,0,0.0,,
pet,libcommon so,6,0,15.39,0,0.0,,
pet,found in tomofun,6,0,15.39,0,0.0,,
pet,smart pet,6,0,15.39,0,0.0,,
pet,mini this,5,0,11.989,0,0.0,,
pet,complexity the exploitability,5,0,11.989,0,0.0,,
pet,identified in tomofun,4,0,8.789,0,0.0,,
pet,mini affected,4,0,8.789,0,0.0,,
pet,detected in tomofun,4,0,8.789,0,0.0,,
robotvacuum,account,3,0,5.838,8119,0.21,CVE-2000-0402|CVE-1999-0585|CVE-2000-0688,"The Mixed Mode authentication capability in Microsoft SQL Server 7.0 stores the System Administrator (sa) account in plaintext in a log file which is |A Windows NT administrator account has the default name of Administrator.|Subscribe Me LITE does not properly authenticate attempts to change the administrator password, which allows remote attackers to gain privileges for t"
robotvacuum,base,3,0,5.838,7386,0.219,CVE-2001-0163|CVE-2001-1323|CVE-2001-1158,"Cisco AP340 base station produces predictable TCP Initial Sequence Numbers (ISNs), which allows remote attackers to spoof or hijack TCP connections.|Buffer overflow in MIT Kerberos 5 (krb5) 1.2.2 and earlier allows remote attackers to cause a denial of service and possibly execute arbitrary code vi|Check Point VPN-1/FireWall-1 4.1 base.def contains a default macro, accept_fw1_rdp, which can allow remote attackers to bypass intended restrictions w"
robotvacuum,modify,3,0,5.838,5683,0.253,CVE-2000-0515|CVE-2000-0502|CVE-2000-0483,"The snmpd.conf configuration file for the SNMP daemon (snmpd) in HP-UX 11.0 is world writable, which allows local users to modify SNMP configuration o|Mcafee VirusScan 4.03 does not properly restrict access to the alert text file before it is sent to the Central Alert Server, which allows local users|The DocumentTemplate package in Zope 2.2 and earlier allows a remote attacker to modify DTMLDocuments or DTMLMethods without authorization."
robotvacuum,easily,3,0,5.838,5212,0.162,CVE-2000-0559|CVE-2000-0535|CVE-2000-0589,"eTrust Intrusion Detection System (formerly SessionWall-3) uses weak encryption (XOR) to store administrative passwords in the registry, which allows |OpenSSL 0.9.4 and OpenSSH for FreeBSD do not properly check for the existence of the /dev/random or /dev/urandom devices, which are absent on FreeBSD |SawMill 5.0.21 uses weak encryption to store passwords, which allows attackers to easily decrypt the password and modify the SawMill configuration."
robotvacuum,port,4,0,8.789,4230,0.447,CVE-2000-0556|CVE-2000-0558|CVE-2000-0532,"Buffer overflow in the web interface for Cmail 2.4.7 allows remote attackers to cause a denial of service by sending a large user name to the user dia|Buffer overflow in HP Openview Network Node Manager 6.1 allows remote attackers to execute arbitrary commands via the Alarm service (OVALARMSRV) on po|A FreeBSD patch for SSH on 2000-01-14 configures ssh to listen on port 722 as well as port 22, which might allow remote attackers to access SSH throug"
robotvacuum,insecure,3,1,2.542,3082,0.219,CVE-2000-0650|CVE-2000-1057|CVE-2000-0970,"The default installation of VirusScan 4.5 and NetShield 4.5 has insecure permissions for the registry key that identifies the AutoUpgrade directory, w|Vulnerabilities in database configuration scripts in HP OpenView Network Node Manager (NNM) 6.1 and earlier allows local users to gain privileges, pos|IIS 4.0 and 5.0 .ASP pages send the same Session ID cookie for secure and insecure web sessions, which could allow remote attackers to hijack the secu"
robotvacuum,bin,4,0,8.789,1811,0.583,CVE-2000-0473|CVE-2000-1204|CVE-2000-0703,"Buffer overflow in AnalogX SimpleServer 1.05 allows a remote attacker to cause a denial of service via a long GET request for a program in the cgi-bin|Vulnerability in the mod_vhost_alias virtual hosting module for Apache 1.3.9, 1.3.11 and 1.3.12 allows remote attackers to obtain the source code for |suidperl (aka sperl) does not properly cleanse the escape sequence ""~!"" before calling /bin/mail to send an error report, which allows local users to "
robotvacuum,cleartext,4,0,8.789,1416,0.328,CVE-2000-0516|CVE-2000-0605|CVE-2001-1464,"When configured to store configuration information in an LDAP directory, Shiva Access Manager 5.0.0 stores the root DN (Distinguished Name) name and p|Blackboard CourseInfo 4.0 stores the local and SQL administrator user names and passwords in cleartext in a registry key whose access control allows u|Crystal Reports, when displaying data for a password protected database using HTML pages, embeds the username and password in cleartext in the HTML pa"
robotvacuum,connected,7,0,18.956,952,0.474,CVE-2002-0228|CVE-2002-0480|CVE-2003-1329,"Microsoft MSN Messenger allows remote attackers to use Javascript that references an ActiveX object to obtain sensitive information such as display na|ISS RealSecure for Nokia devices before IPSO build 6.0.2001.141d is configured to allow a user ""skank"" on a machine ""starscream"" to become a key manag|ftpd.c in wu-ftpd 2.6.2, when running on ""operating systems that only allow one non-connected socket bound to the same local address,"" does not close "
robotvacuum,wi-fi,4,0,8.789,870,0.828,CVE-2008-1269|CVE-2009-2273|CVE-2009-2319,"cp06_wifi_m_nocifr.cgi in the admin panel on the Alice Gate 2 Plus Wi-Fi router does not verify authentication credentials, which allows remote attack|The default configuration of the Wi-Fi component on the Huawei D100 does not use encryption, which makes it easier for remote attackers to obtain sens|The default configuration of the Wi-Fi component on the Axesstel MV 410R does not use encryption, which makes it easier for remote attackers to obtain"
robotvacuum,or modify,3,0,5.838,851,0.231,CVE-2000-0691|CVE-2000-0725|CVE-2000-1145,"The faxrunq and faxrunqd in the mgetty package allows local users to create or modify arbitrary files via a symlink attack which creates a symlink in |Zope before 2.2.1 does not properly restrict access to the getRoles method, which allows users who can edit DTML to add or modify roles by modifying t|Recourse ManTrap 1.6 allows attackers who have gained root access to use utilities such as crash or fsdb to read /dev/mem and raw disk devices to iden"
robotvacuum,serial,4,0,8.789,514,0.63,CVE-2001-0044|CVE-2001-1520|CVE-2002-2203,"Multiple buffer overflows in Lexmark MarkVision printer driver programs allows local users to gain privileges via long arguments to the cat_network, c|Xircom REX 6000 allows local users to obtain the 10 digit PIN by starting a serial monitor, connecting to the personal digital assistant (PDA) via Rex|Unknown vulnerability in the System Serial Console terminal in Solaris 2.5.1, 2.6, and 7 allows local users to monitor keystrokes and possibly steal s"
robotvacuum,deterministic,4,0,8.789,83,0.253,CVE-2018-12520|CVE-2017-1082|CVE-2020-5499,"An issue was discovered in ntopng 3.4 before 3.4.180617. The PRNG involved in the generation of session IDs is not seeded at program startup. This res|In FreeBSD 11.x before 11.1-RELEASE and 10.x before 10.4-RELEASE, the qsort algorithm has a deterministic recursion pattern. Feeding a pathological in|Baidu Rust SGX SDK through 1.0.8 has an enclave ID race. There are non-deterministic results in which, sometimes, two global IDs are the same."
